"BANK","IFSC","MICR","BRANCH","ADDRESS","CONTACT","CITY","DISTRICT","STATE"
"BANK OF INDIA","BKID0009701","442013515.0","SELOO","NAVALCHAND CHOUDHARY BHAVANSWAMI VIVEKANAND MARG,SELOO, DIST. WARDHA","7155220241.0","SELOO (MHARASHTRA)","SELOO (MHARASHTRA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009700","442013001.0","WARDHA","BAJAJ BUILDING, HOSPITAL ROADPOST BOX NO. 7,","7152243259.0","WARDHA","WARDHA","MAHARASHTRA"
"BANK OF INDIA","BKID0009684","NA","DHAMANGAON RAILWAY","KANOJIYA COMPLEX, PLOT NO. 28, WARD NO.16,STATION ROAD, DHAMANGAON RAILWAY","0.0","DHAMANGAON RLY","DHAMANGAON RLY","MAHARASHTRA"
"BANK OF INDIA","BKID0009683","444013511.0","CHANDUR RAILWAY","CHOKHAT COMPLEX, IN FRONT OF POLICE STATIONAT & POST- CHANDUR RAILWAY, (DIST- AMRAVATI)","7222254123.0","CHANDUR RLY","CHANDUR RLY","MAHARASHTRA"
"BANK OF INDIA","BKID0009682","444013052.0","ACHALPUR","SONAR COMPLEX NEAR BUS STAND-PARATWADAAT PO  ACHALPUR (PARATWADA), DIST- AMARAVAT","7223220530.0","AMRAVATI","AMRAVATI","MAHARASHTRA"
"BANK OF INDIA","BKID0009681","444013505.0","CHANDUR BAZAR","BHARAT KESHAVPRASAD RATHI, C/O GURU KRUPA MAVRINDAVAN COLONY,CHANDUR BAZAR","0.0","AMARAVATI","AMARAVATI","MAHARASHTRA"
"BANK OF INDIA","BKID0009680","444013504.0","WAROOD","YAVALKAR COMPLEX, APPROACH ROADWAROOD, DISTT AMRAVATI","7229233488.0","WARUD","WARUD","MAHARASHTRA"
"BANK OF INDIA","BKID0009679","444013102.0","V.M.V ROAD","A-1 COMPLEX, RATHI NAGAR(TARANGAN COLONY),VMV ROAD, AMRAWATI, DISTRICT-AMRAWATI","7212552960.0","AMRAVATI","AMRAVATI","MAHARASHTRA"
"BANK OF INDIA","BKID0009678","444013503.0","MORSHI","RATHI BUILDING, SHRIKRUSHNPETHMORSHI, DIST. AMRAVATI,","7228222368.0","MORSHI, DIST. AMRAVATI","MORSHI, DIST. AMRAVATI","MAHARASHTRA"
"BANK OF INDIA","BKID0009677","444013501.0","DEORANKAR NAGAR/M.I.D.C.RD.AMR","NEAR  SAMARTH HIGH SCHOOL,BADNERA ROAD,AMRAVATI.","7212576283.0","AMARAVATI","AMARAVATI","MAHARASHTRA"
"BANK OF INDIA","BKID0009676","444013502.0","MALKHED","AT & POST MALKHEDTALUKA CHANDUR RAILWAY, MALKHED DIST AMRAVATI","722259003.0","MALKHED (DIST. AMRAVATI)","MALKHED (DIST. AMRAVATI)","MAHARASHTRA"
"BANK OF INDIA","BKID0009675","444013101.0","AMRAVATI","JAISTAMBH CHOWKSTATION ROAD,","7212676805.0","AMARAVATI","AMARAVATI","MAHARASHTRA"
"BANK OF INDIA","BKID0009662","NA","MANGRULPIR","RATHI COMPLEX, MAIN ROAD, AT & POST- KARANJA","0.0","WASHIM (MH)","WASHIM (MH)","MAHARASHTRA"
"BANK OF INDIA","BKID0009661","NA","KARANJA LAD","MAIN ROAD, AT & POST- KARANJA LADDIST- WASHIM","7256224888.0","KARANJA LAD","KARANJA LAD","MAHARASHTRA"
"BANK OF INDIA","BKID0009660","444013202.0","WASHIM","PARASANATH BUILDINGNR PATNI CHOWK MAIN ROAD","7252231474.0","WASHIM (MH)","WASHIM (MH)","MAHARASHTRA"
"BANK OF INDIA","BKID0009653","444013152.0","AKOT","PLOT NO.19, WARD NO.8,JAWAHAR ROAD, AKOT (DIST-AKOLA)","7258222088.0","AKOT","AKOT","MAHARASHTRA"
"BANK OF INDIA","BKID0009652","444013506.0","MURTIZAPUR","MAHAJAN TOWERS, HARIYA NAGAR, MAIN ROAD,AT+P, MURTIZAPUR DIST-AKOLA -444107","0.0","MURTIZAPUR","MURTIZAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009651","444013002.0","GORAKSHAN ROAD","SHIRAJ COMPLEX 401 ALSI PLOTGORAKSHAN ROAD, AKOLA","7242421410.0","AKOLA","AKOLA","MAHARASHTRA"
"BANK OF INDIA","BKID0009650","444013001.0","AKOLA","CHANDEKAR BHAVAN, OPP.OPEN THEATREAKOLA, DIST.AKOLA","7242435399.0","AKOLA","AKOLA","MAHARASHTRA"
"BANK OF INDIA","BKID0009649","442013564.0","AHERI","OM ANANT BUILDING, NEAR MASJID BUS STOP,POLICE STATION ROAD, AT+POST:- AHERI","7133272005.0","AHERI","AHERI","MAHARASHTRA"
"BANK OF INDIA","BKID0009648","442013203.0","GONDWANA UNIVERSITY","MIDC ROAD COMPLEX, AT &PO:- GADCHIROLI,DIST- GADCHIROLI. PIN-442 605","7132223101.0","GADCHIROLI","GADCHIROLI","MAHARASHTRA"
"BANK OF INDIA","BKID0009647","442013562.0","WADSA","MOTWANI COMPLEX,GADCHIROLI ROAD,WADSA (DESAIGANJ)","7137272257.0","GADCHIROLI","GADCHIROLI","MAHARASHTRA"
"BANK OF INDIA","BKID0009646","442013561.0","CHAMORSHI","PLOT NO. 190 / 2, NEAR MANISH GANDHI,PETROL PUMP, MUL ROAD , CHAMORSHI","0.0","GADCHIROLI","GADCHIROLI","MAHARASHTRA"
"BANK OF INDIA","BKID0009645","442013558.0","KORCHI","NEAR TAHSIL OFFICE, AT & POST KORCHI, DIST. -","0.0","KORCHI (MH)","KORCHI (MH)","MAHARASHTRA"
"BANK OF INDIA","BKID0009644","442013559.0","ALAPALLI","GRAM PANCHAYAT BUILDING, MAIN ROAD, ALAPALLI,","7233266003.0","ALAPALLI (MH)","ALAPALLI (MH)","MAHARASHTRA"
"BANK OF INDIA","BKID0009643","442013523.0","YENAPUR","AT & P.O. YENAPURTALUKA CHAMORSHI","7135248051.0","NAGPUR","NAGPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009642","442013522.0","KURKHEDA","MANUJA COMPLEXMAIN ROAD, KURKHEDA, DIST. GADCHIROLI","7139245841.0","KURKHEDA (DIST. GADCHIROLI)","KURKHEDA (DIST. GADCHIROLI)","MAHARASHTRA"
"BANK OF INDIA","BKID0009641","442013521.0","VAIRAGAD","AT & POST VAIRAGADTEHSIL ARMORI, DIST. GADCHIROLI","7137202120.0","VAIRAGAD (DIST. GADCHIROLI)","VAIRAGAD (DIST. GADCHIROLI)","MAHARASHTRA"
"BANK OF INDIA","BKID0009640","442013202.0","GADCHIROLI","C/O. SHRI DESHMUKH BUILDINGOPP. POST OFFICE, CHAMORSHI ROAD,","7132232996.0","GADCHIROLI","GADCHIROLI","MAHARASHTRA"
"BANK OF INDIA","BKID0009639","442013557.0","CHARGAON","QTR. NO. B/31, EKTA NAGAR COLONY, CHARGAONTAH - BHADRAVATI  DIST - CHANDRAPUR","7175272385.0","CHANDRAPUR","CHANDRAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009638","442013536.0","UPPARWAHI","THE GUJARAT AMBUJA CEMENT LTD GATE,AT & PO - UPPARWAHI TAH - KORPANA, DISTT CHAN","7173240316.0","CHANDRAPUR","CHANDRAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009637","442013103.0","BABUPETH","RAJIV GANDHI TECH AND RESH ENGG COLLEGEBABUPETH  CHANDRAPUR","7172226174.0","CHANDPUR","CHANDPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009636","442013554.0","URJAGRAM","B15 WCI CENTRAL WORK SHOP COMPLEXURJAGRAM","7172237109.0","URJAGRAM ( MH)","URJAGRAM ( MH)","MAHARASHTRA"
"BANK OF INDIA","BKID0009635","442013104.0","PADMAPUR","SHAKTI NAGAR, WCL COLONYDURGAPUR, DIST. CHANDRAPUR,","7172220769.0","CHANDRAPUR","CHANDRAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009634","442013553.0","MUL","OPP. ADARSH  RICE MILLCHANDRAPUR-GADCHIROLI ROAD,","7174220525.0","MUL DIST CHANDRAPUR","MUL DIST CHANDRAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009633","442013552.0","WADHOLI","AT & POST WADHOLITEHSIL GONDPIPARI, DIST. CHANDRAPUR","7171256633.0","WADHOLI (DIST. CHANDRAPUR)","WADHOLI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009632","442013551.0","VILAM (VIRUM)","AT & POST VILAMTALUKA NAGBHIR, DIST. CHANDRAPUR","7179240793.0","VILAM (VIRUM) (DIST. CHANDRAPUR)","VILAM (VIRUM) (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009631","442013550.0","PANDHAR PAUNI","AT PANDHARPAUNITAHSIL RAJURA, DIST. CHANDRAPUR","7173239025.0","PANDHAR PAUNI (DIST. CHANDRAPUR)","PANDHAR PAUNI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009630","442013549.0","VIHIRGAON","VIHIRGAON BK.C/O. K.S. NALE'S BUILDING,NEAR S.T. STNAD,AT VIHIRGAON, TAHSIL RAJURA,","7173223299.0","VIHIRGAON, TEHSIL RAJURA DIST. CHANRAPURA","VIHIRGAON, TEHSIL RAJURA DIST. CHANRAPURA","MAHARASHTRA"
"BANK OF INDIA","BKID0009629","442013548.0","CHICHALA","AT CHICHALATAHSIL MUL, DIST. CHANDRAPUR","7174202699.0","CHICHALA (DIST. CHANDRAPUR)","CHICHALA (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009628","442013547.0","BAMHNI","AT & POST BAMHANIDISTRICT CHANDRAPUR,","7172240252.0","BAMHNI (DIST. CHANDRAPUR)","BAMHNI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009627","442013546.0","MINDALA","AT & POST MINDALATAHSIL NAGBHIR, DIST. CHANDRAPUR","7179256090.0","MINDALA (DIST. CHANDRAPUR)","MINDALA (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009626","442013545.0","GUNJEWAHI","AT & POST GUNJEWAHITAHSIL SINDEWAHI, DIST. CHANDRAPUR","7178251004.0","GUNJEWAHI (DIST. CHANDRAPUR)","GUNJEWAHI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009625","442013544.0","CHIKNI","AT & POST CHIKNITAHSIL WARORA, DIST. CHANDRAPUR","7176266001.0","CHIKNI (DIST. CHANDRAPUR)","CHIKNI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009624","442013543.0","BRAMHAPURI","ARMORI ROAD, BRAHMAPURITAH. BRAMHAPURI,","7177273333.0","CHANDPUR","CHANDPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009623","442013542.0","NAWEGAON (MORE)","AT & POST NAWEGAON (MORE)TALUKA GONDPIPARI, DIST. CHANDRAPUR","7171246028.0","NAWEGAON (MORE) (DIST. CHANDRAPUR)","NAWEGAON (MORE) (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009622","442013541.0","MANORA","AT & POST MANORATEHSIL/DIST.CHANDRAPUR,","7172235033.0","MANORA (DIST CHANDRAPUR)","MANORA (DIST CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009621","442013540.0","BHANGARAM TALODHI","BHANGARAM TALADHI, AT & PO BHANGARAM TALODHI,TEHSIL GONDPIPARI, DIST CHANDRAPUR","7171256169.0","BHANGARAM TALODHI(DIST. CHANDRAPUR)","BHANGARAM TALODHI(DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009620","442013539.0","NAGRI (DIST.CHANDRAPUR)","NAGRI, MR. BHAURAO LONARKAR'S BLDG.,AT & POST NAGRI,TALUKA WARORA,DIST CHANDRAPUR","7176244522.0","NAGRI","NAGRI","MAHARASHTRA"
"BANK OF INDIA","BKID0009619","442013538.0","VANSADI","AT & POST VANSADITALUKA KORPANA, DIST. CHANDRAPUR","7173270037.0","VANSADI (DIST. CHANDRAPUR)","VANSADI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009618","442013537.0","MADHELI","AT & POST MADHELITALUKA WARORA, DIST. CHANDRAPUR","7176286029.0","MADHELI (DIST. CHANDRAPUR)","MADHELI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009617","442013105.0","THERMAL POWER STATION (DURGAPU","OPP. URJANAGAR POST OFFICE,MSEB COMPLEX, DURGAPUR,","7172220217.0","DURGAPUR","DURGAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009616","442013535.0","WIRUR","AT & POST WIRUR, GRAM PANCHAYAT BUILDINGWIRUR.,TALUKA RAJURA, DIST CHANDRAPUR","7173255137.0","WIRUR (DIST. CHANDRAPUR)","WIRUR (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009615","442013534.0","RAJURA","NEAR BUS STANDHYDERABAD ROAD, RAJURA, DIST. CHANDRAPUR","7173222102.0","RAJURA","RAJURA","MAHARASHTRA"
"BANK OF INDIA","BKID0009614","442013533.0","NERI","AT & POST NERITEHSIL WARORA, DIST. CHANDRAPUR","7170262223.0","NERI (DIST. CHANDRAPUR)","NERI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009613","442013532.0","NAVARGAON","AT & POST NAVARGAONTAH. SINDEWAHI,DIST : CHANDRAPUR","7178258325.0","NAVARGAON (TAL.SHINDEWADI DIST. CHANDRAPUR)","NAVARGAON (TAL.SHINDEWADI DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009612","442013106.0","JATPURA GATE","NEAR RAILWAY OVERBRIDGECHANDRAPUR,","7172255517.0","CHANDPUR","CHANDPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009611","442013531.0","RAJOLI","AT & POST RAJOLIDIST. CHANDRAPUR,","7174263324.0","RAJOLI (DIST. CHANDRAPUR)","RAJOLI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009610","442013530.0","BHADRAVATI","BHADRAVATITEHSIL BHADRAVATI, DIST. CHANDRAPUR","7175266049.0","BHADRAVATI","BHADRAVATI","MAHARASHTRA"
"BANK OF INDIA","BKID0009609","442013529.0","GHUGUS","AT & POST GHUGUSDIST. CHANDRAPUR,","7172285036.0","GHUGUS","GHUGUS","MAHARASHTRA"
"BANK OF INDIA","BKID0009608","442013528.0","KOTHARI","AT & POST KOTHARIDIST. CHANDRAPUR,","7172244135.0","KOTHARI (DIST. CHANDRAPUR)","KOTHARI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009607","442013527.0","WARORA","MAIN ROAD, WARORADIST.CHANDRAPUR,","7176282061.0","WARORA","WARORA","MAHARASHTRA"
"BANK OF INDIA","BKID0009605","442013526.0","GONDPIPARI","NEAR MOTOR STANDAT & POST GONDPIPARI,","7171220036.0","GONDPIPARI (DIST. CHANDRAPUR)","GONDPIPARI (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009604","442013525.0","NAGBHIR","AT & POST NAGBHIRDIST. CHANDRAPUR,","7179240035.0","NAGBHIR (DIST. CHANDRAPUR)","NAGBHIR (DIST. CHANDRAPUR)","MAHARASHTRA"
"BANK OF INDIA","BKID0009603","442013102.0","CHANDRAPUR","CHANDRAPUR, DR. MUDEY'S BLDG.,MAIN ROAD, POST BOX NO.17, CHANDRAPUR","7172252811.0","CHANDRAPUR","CHANDRAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0009602","442013520.0","SIRONCHA","P. O. SIRONCHADISTRICT GADCHIROLI,","7131233237.0","SIRONCHA (DIST. GADCHIROLI)","SIRONCHA (DIST. GADCHIROLI)","MAHARASHTRA"
"BANK OF INDIA","BKID0009601","442013519.0","ARMORI","MAIN ROADARMORI, TEHSIL ARMORI, DIST GADCHIROLI","7137266525.0","ARMORI","ARMORI","MAHARASHTRA"
"BANK OF INDIA","BKID0009591","WAITING","GOGAWAN","NAGRAJ SHAKUNTALAM COMPLEX OPPOSITE KANYA SHALA NAYAPURA KHARGONE SANAWAD MAIN ROAD PIN 451335","0.0","GOGAWAN","WEST NIMAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009590","481013001.0","BALAGHAT","KISAN COMPLEX, KALI MANDIR ROADGOULI MOHALLA, BALAGHAT","7632240011.0","BALAGHAT, MP","BALAGHAT, MP","MADHYA PRADESH"
"BANK OF INDIA","BKID0009589","WAITING","SHAHPUR BURHANPUR","WARD NO 10 SHIVAJI WARD VILLAGE SHAHPUR TEHSIL TALUKA BURHANPUR PIN 450445 STD CODE 07325","0.0","SHAHPUR","BURHANPUR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009588","WAITING","PIPALGAON RAIYAT","PIPALGAON RAIYAT BRANCH VILLAGE PIPALGAON RAIYAT 450331","0.0","BURHANPUR","BURHANPUR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009587","WAITING","NIMRANI","HOUSE NO 46,OLD AB ROAD,VILLAGE AND POST,NIMRANI TEHSIL,KASRAWAD DISTRICT,KHARGONE","0.0","NIMRANI","WEST NIMAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009586","NA","SHAHPUR BETUL","STATION ROAD, VILL AND POST  SHAHPURTEHSIL  SHAHPUR, DISTRICT  BETUL","0.0","SHAHPUR","SHAHPUR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009585","460013505.0","GHODADONGRI","VILL & POST - GHODADONGRI. TEHSIL  GHODADONGRI, DISTRICT  BETUL (MP).","0.0","GHODADONGRI","GHODADONGRI","MADHYA PRADESH"
"BANK OF INDIA","BKID0009584","NA","BAGDONA","SARNI GHODADONGRI ROAD VILL & POSTBAGDONA TEHSIL GHODADONGRI DISTRICT BETUL","0.0","BAGDONA","BAGDONA","MADHYA PRADESH"
"BANK OF INDIA","BKID0009583","460013003.0","BALAJIPURAM -BETUL","RUKMINI BALAJI TEMPLE CAMPUS, OLD BETUL BAZARTEHSIL & DISTRICT - BETUL (MP)","0.0","BETUL (MP)","BETUL (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009582","460013002.0","KOTHI BAZAR","PLOT NO. 1/1, STREET NO. 11,KOTHI BAZAR","0.0","BETUL (MP)","BETUL (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009581","460013501.0","CHICHOLI","WARD NO. 5 VIVEKANAND ROADBHIMPUR ROAD CHICHOLI, DIST BETUL","0.0","BETUL (MP)","BETUL (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009580","460013001.0","BETUL","SHANTI MANSION CIVIL LINES,  GANJBETUL","7141234734.0","BETUL (MP)","BETUL (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009579","WAITING","CHARUA","MAINROAD, VILL CHARUA, PO CHARUA, TEH KHIRKIYA PIN 461441","0.0","CHARUA","HARDA","MADHYA PRADESH"
"BANK OF INDIA","BKID0009578","461013515.0","REHATGAON","BAZAR CHOWK, VILLAGE REHATGAON.TEHSIL TIMARNI, DISTRICT  HARDA (MP).","7573234005.0","HARDA (MP)","HARDA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009577","461013514.0","MASANGAON","HARDA ROAD, VILL & POST  MASANGAON.TEHSIL & DISTRICT HARDA (MP).","7577275340.0","HARDA (MP)","HARDA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009576","461013513.0","HANDIA","MAIN ROAD, VILLAGE AND POST HANDIA,TEHSIL - HANDIA, DISTRICT - HARDA (MP)","7577272130.0","HARDA (MP)","HARDA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009575","450013003.0","AMRAVATI ROAD","PLOT NO: 1, MOHANNAGAR","7325242811.0","BURHANPUR","BURHANPUR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009571","WAITING","LAKHNADAUN","AT AND POST LAKHNADAUN TEHSIL LAKHNADAUN PIN 480886 STD CODE 07690","0.0","SEONI","SEONI","MADHYA PRADESH"
"BANK OF INDIA","BKID0009570","480013001.0","SEONI","NEAR DESAI TEMPLEPLOT NO. 71, NEHRU ROAD,SEONI, DIST. SEONI","7692222385.0","SEONI","SEONI","MADHYA PRADESH"
"BANK OF INDIA","BKID0009568","465013533.0","SUSNER","NEAR DAK BANGALOW WART NO.121INDORE KOTA ROAD, SUSNER, DIST SHAJAPUR","0.0","SUSNER (DISTT SHAJAPUR MP)","SUSNER (DISTT SHAJAPUR MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009567","465013531.0","NALKHEDA","AMLA ROAD TEHSIL NALKHEDA  NALKHEDA DIST SHAJAPUR  PIN 465445","0.0","NALKHEDA ( DIST SHAJAPUR)","NALKHEDA ( DIST SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009566","465013532.0","KALAPIPAL","OLD MANDI GROUNDAT & PO KALAPIPAL DISTT SHAJAPUR","7360268568.0","KALAPIPAL  ( DIST SHAJAPUR)","KALAPIPAL  ( DIST SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009565","465013501.0","BAPCHA BARODE","VILL. & P.O. BAPCHA BARODEVIA BARODE MALWA, DIST SHAJAPUR","7362280367.0","BAPCHA BARODE (DIST. SHAJAPUR)","BAPCHA BARODE (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009564","465013503.0","CHHIPIYA","VILL.CHHIPIYAPOST LALA, VIA AGAR MALWA, DIST. SHAJAPUR","7362272823.0","CHHIPIYA (DIST. SHAJAPUR)","CHHIPIYA (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009563","465013507.0","KANAD","SARANGPUR ROAD, KANADDISTRICT SHAJAPUR,","7362251607.0","KANAD (DIST. SHAJAPUR)","KANAD (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009562","465013509.0","NANDANI","DURGA BHAVANAT & POST NANDANI, DIST. SHAJAPUR","7360266105.0","NANDANI (DIST.SHAJAPUR)","NANDANI (DIST.SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009561","465013511.0","TANODIA","AT & POST TANODIAVIA UJJAIN, TESHIL AGAR, DIST. SHAJAPUR","7362255120.0","TANODIA (DIST. SHAJAPUR)","TANODIA (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009560","465013504.0","JAMNER","DHAKAD SADAN, RAM MANDIR ROADVILL- JAMNER, TEHL - SHUJALPUR DIST SUJALPUR","7360254723.0","JAMNER (DIST. SHAJAPUR)","JAMNER (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009559","465013510.0","SUNDARSI","VILLAGE & POST SUNDARSITEHSIL SHAJAPUR, DIST. SHAJAPUR","7363245602.0","SUNDARSI (DIST. SHAJAPUR)","SUNDARSI (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009558","465013505.0","JHONKAR","NAGAR BHAVANAT & POST JHONKAR, DIST. SHAJAPUR","7363233047.0","JHONKAR (DIST. SHAJAPUR)","JHONKAR (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009557","465013506.0","KALISINDH","AT & POST KALISINDHTEHSIL SHAJAPUR, DIST SHAJAPUR","7363245225.0","KALISINDH (DIST. SHAJAPUR)","KALISINDH (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009556","465013502.0","BARODE MALWA","SADAR BAZARBARODE, VIA UJJAIN, DIST SHAJAPUR","7362257843.0","BARODE MALWA (DIST.SHAJAPUR)","BARODE MALWA (DIST.SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009554","465013051.0","SHUJALPUR","8, LOHIYA MARGSHUJALPUR MANDI,DIST SJAJAPUR","7360244812.0","SHUJALPUR","SHUJALPUR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009553","465013508.0","MOMAN BARODIA","VILLAGE MOMAN BARODIADISTRICT SHAJAPUR,","7364252623.0","MOMAN BARODIA (DIST. SHAJAPUR)","MOMAN BARODIA (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009552","465013529.0","AGAR MALWA","MAHESHWARI DHARMASHALAAGAR-MALWA, VIA UJJAIN, DIST SHAJAPUR","7362258041.0","AGAR MALWA (DIST. SHAJAPUR)","AGAR MALWA (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009551","465013530.0","SOYAT KALAN","SOYAT KALANVIA UJJAIN, DIST SHAJAPUR","7361232020.0","SOYAT KALAN (DIST. SHAJAPUR)","SOYAT KALAN (DIST. SHAJAPUR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009550","465013101.0","SHAJAPUR","JAWAHAR MARGSHAJAPUR, DIST SHAJAPUR","7364227877.0","SHAJAPUR","SHAJAPUR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009549","WAITING","PATAJAN","MAINROAD VILL PATAJAN, PO PATAJAN, THE KHALWA PIN 450117","0.0","KHALWA","EAST NIMAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009548","WAITING","MATA CHOWK","MATA CHOWK BRANCH BANK OF INDIA JASWADI ROAD MATACHOWK AREA KHANDWA PIN 450001","2249416.0","KHANDWA","EAST NIMAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009547","NA","BISTAN ROAD","BISTAN ROAD BRANCH, BISTAN ROAD,KHARGONE - 451 001.(MP)","0.0","KHARGONE","KHARGONE","MADHYA PRADESH"
"BANK OF INDIA","BKID0009546","450013526.0","PUNASA","PUNASA BRANCH, AT AND POST PUNASA, TEHSIL PUNDISTRICT KHANDWA - 450 114 (MP).","0.0","PUNASA","PUNASA","MADHYA PRADESH"
"BANK OF INDIA","BKID0009545","461013102.0","GHANTAGHAR","MAINROAD, GHANTAGHAR CHOWK","0.0","HARDA (MP)","HARDA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009544","461013509.0","TIMARNI","WARD NO.4 STATION BSTI ROADTIMARNI, TEHSIL TIMARNI,  DISTT HARDA","0.0","TIMARNI (DISTT HARDA MP)","TIMARNI (DISTT HARDA MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009543","461013510.0","KARTANA","BANK OF INDIA,BUS STAND CHOWK, CHIPANER ROKARTANA TEHSIL: TIMARNI DIST: HARDA 461228","7573231828.0","HARDA (MP)","HARDA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009542","461013502.0","SIRALI","OLD BUS STANDCHARUVA ROAD","7571256104.0","SIRALI (MP)","SIRALI (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009541","461013501.0","KHIRKIYA","NR KRISHI UPAJ MANDIKHIRKIA","7571251021.0","HARDA (MP)","HARDA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009540","461013101.0","HARDA","PLOT NO. 1,NEW SABJI MANDI CHOWKHARDA, DIST.: HARDA","7577226300.0","HARDA (MP)","HARDA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009539","450013525.0","KHALWA","KHALWA BRANCH, MAIN ROAD, AT AND POST KHALWATEHSIL KHALWA, DISTRICT KHANWA (MP) - 450 117","0.0","KHANDWA","KHANDWA","MADHYA PRADESH"
"BANK OF INDIA","BKID0009538","450013524.0","OMKARESHWAR","MOTAKKA ROAD, OPPOSITE OMKARESHWAR POLICESTATION, OMKARESHWAR - 450 554 (MP)","0.0","OMKARESHWAR(M.P.)","OMKARESHWAR(M.P.)","MADHYA PRADESH"
